subject,group,version,recall_description,event,recall_order,event_num,scene,scene_location,theme,event_description,word_count
414,older,exp1,then I do remember maybe even before the driving scene that he was not during there was a dinner party and I can't remember which happened first at dinner party before the driving accident or after but anyway at the dinner party meeting with all these different friends,E1,10,16.0,E,Dinner Party,Dinner_Party,"At the dinner party, Larry talks to a couple who are moving from Covina to Downy. Larry tells his wife. Larry then starts talking to a couple who recently went on a cruise. At the cruise, they saw a show about Annie. Larry sees a man named Mike looking at him. They begin talking about Seinfield and Mike asks Larry if Larry gets paid for the re-runs that is still aired. ",48
414,older,exp1,and this one guy who happens to work for double amco​ ,E2,11,17.0,E,Dinner Party,Chevy,Mike makes a comment about how it will be good if he got paid for all the AAMCO transmissions and Larry thinks Cheryl told Mike about the incident. Mike says he owns 3 AAMCO stations. Larry tells Mike that Jeff got a 57 Chevy and then talks about the car accident he got into with Jeff earlier.  Mike tells Larry that he can take a look at the damaged car.,11
414,older,exp1,​he kind of takes over the dinner party you know they getting ready to gets you know seated at the table at the dinner table looks like a really beautiful table and Cheryl the wife says you know to the guest you can sit anywhere that you want to sit and the Aamco guys his name is Mike he takes Larry's seat at the table the head of the table maybe because Cheryl says to our guests can sit anywhere you want to so he sits at the head of the table he says Grace and kind of takes over the whole whole table almost not almost he acted as if this was his dinner party,E6,12,21.0,E,Dinner Party,Dinner_Party,"The guests enter the dining room and Cheryl directs them to take a seat anywhere they would like. Mike takes the head of the table and Larry is surprised. Mike asks like he is the host with a prayer, speech, and cheers. Larry is annoyed and talks to the guest next to him about the move from Covina to Downy.",116
414,older,exp1,let's see when he finds out when Larry finds out that he works for Amco Amco he has I think three three AAMCO shops he told Mike tells him that he got into this accident or somebody had run into the back of his friends Jeffs new 57 Chevy car convertible car and Mike says that he can probably fix  it,E2,13,17.0,E,Dinner Party,Chevy,Mike makes a comment about how it will be good if he got paid for all the AAMCO transmissions and Larry thinks Cheryl told Mike about the incident. Mike says he owns 3 AAMCO stations. Larry tells Mike that Jeff got a 57 Chevy and then talks about the car accident he got into with Jeff earlier.  Mike tells Larry that he can take a look at the damaged car.,61
414,older,exp1,let me see so he I remember there was a scene in the morning where he's looking for this is Larry looking for his apple turnovers leftover turnovers from the dinner party and looks in a refrigerator and they find both he and Cheryl find out that all the leftover food from the dinner party was gone so the wife Cheryl was unhappy about that calls caterer and says you know I'm going to send Larry down to pick up the leftover food,G3,14,27.0,G,The Davids' Kitchen,Caterer,Larry wants an apple turnover and walks over to the refrigerator but can't find it. Cheryl looks for the leftovers after. The leftovers seem to be missing. Cheryl and Larry are wondering if the caterer took the leftovers. Larry vaguely remembers seeing the caterer walk out with a platter. Cheryl calls the caterer and the caterer admits that she took the leftovers home. Cheryl tells her that she will cancel the check if she does not get the leftovers back. Cheryl tells her that Larry will pick up the leftovers.,83
414,older,exp1,and Larry goes down to the Caterers place and her house and anyway he's not getting back much of his food​ she said that she gave it away to some of the food to like a homeless shelter or something like that and then come to find out that she has also given some of the food to the next door neighbor who happens to be Jeff nd Jeff is Larry's friend let's see so he ends up bantering with  the caterer,H1,15,28.0,H,Caterer's House,Caterer,Larry is at the caterer's house and asks for the food. The caterer tells him that she gave the food to the homeless shelter. Another woman comes by and tells the caterer that she dropped the food off to Jeff's. Larry and the caterer continue to argue and the caterer is in denial.,82
414,older,exp1,and he carries out two trays of food and he gives it to the homeless person maybe the beggar gives it to him to take to the homeless shelter I think I'm not quite positive about that,K1,16,36.0,K,Walking on the Street,Caterer,Larry is walking down the street with platters of food and a homeless man asks if he has any spare change. Larry asks the homeless man if he goes to the shelter and what food they serve there. The homeless man tells Larry that they usually serve soup and peanut butter. Larry asks if the homeless man wants the food and the homeless man takes it.,37
414,older,exp1,Let's see and the show it has a little bit of kind of risque humor in there and at the end of the show it made it look like both he Larry and Cheryl were in the car and looks like they might be having I don't know maybe sex in the car or something like that,L1,17,37.0,L,The Davids' Car,Dinner_Party,Cheryl and Larry are driving from dinner and Larry reminds Cheryl about the bet.,57
414,older,exp1,and that's tied into some comment that he had made to Cheryl earlier in the in the in the episode about having sex I think in a car or something like that I'm not absolutely sure about that|I think they are transplants from Brooklyn to the LA area those are kind of like the details that are part of the story I guess​ okay that was it,B7,18,10.0,B,The David's Back Patio,Dinner_Party,Larry questions why she wants to have a dinner party. Cheryl says parties are fun. Larry makes a bet with Cheryl saying that he will not like the dinner party. The bet is a blowjob in the car. |Larry questions why she wants to have a dinner party. Cheryl says parties are fun. Larry makes a bet with Cheryl saying that he will not like the dinner party. The bet is a blowjob in the car. ,67
415,older,exp1,so it begins with Larry and his friends was a fat guy walking down the street,A1,1,1.0,A,Walking on the Street,Caterer,Larry and Jeff are walking down the street. Larry is holding a paper bag.,16
415,older,exp1,and they interact with a homeless guy and have a discussion about food and what the homeless guy is willing to eat,A3,2,3.0,A,Walking on the Street,Caterer,A homeless man holding a cup interrupts Larry and David and asks for spare change. Larry and Jeff responds by saying they do not have spare change and offers a tuna sandwich instead.  The homeless man refuses the tuna sandwich and says he does not like tuna Larry and Jeff are surprised that he refused and walks in a building.,22
